KEY,ID_menage,crops_cult4,season_cult4,Area_cult4 (ha),QuantityProduced_cult4 (kg),Yield (T/ha),Department,Counties,Village,gpslat,gpslon
uuid:10da71b0-79d5-471a-9be8-d4c409e075bb,1.04E+39,Millet,1,1,400,0.4,NIORO,POROKHANE,POROKHANE WOLOF,13.69659167,-15.82478
uuid:10da71b0-79d5-471a-9be8-d4c409e075bb,1.04E+39,Millet,1,1.2,350,0.2916666667,NIORO,POROKHANE,POROKHANE WOLOF,13.69659167,-15.82478
uuid:a05c261f-5985-4607-9514-6e32df218b78,1.05E+39,Millet,1,1,60,0.06,MATAM,NABADJI-CIVOL,SEDDO ABBAS,15.77584667,-13.46712333
uuid:a1303d2c-d036-4bea-99dc-ea485da0d6c9,1.13E+39,Millet,1,2,3500,1.75,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.87017833,-15.85102333
uuid:a1303d2c-d036-4bea-99dc-ea485da0d6c9,1.13E+39,Millet,1,1,900,0.9,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.87017833,-15.85102333
uuid:1af0d10c-e069-4821-b911-da72493428df,1.16E+39,Millet,1,0,850,,MALEM HODDAR,SAGNA,KEUR YORO MBAROU,14.227875,-15.33590833
uuid:1a666be3-2a91-4a01-9163-8b4435a0b56a,1.17E+39,Millet,1,0.9,1000,1.111111111,PODOR,BOKE DIALLOUBE,YAWALDE IRLABE,15.77135833,-14.30561833
uuid:a1740c11-6059-4409-9882-fe9c6f639095,1.17E+39,Millet,1,2,2.5,0.00125,MEDINA YORO FOULAH,NDORNA,SINTHIANG THERNO SEYDI,13.231185,-15.07191833
uuid:aa863b60-27bb-4bc3-a81c-8cdc8432a442,1.19E+39,Millet,1,0.5,200,0.4,OUSSOUYE,DJEMBERING,CAP SKRING,12.38974167,-16.73827333
uuid:a2a73935-1693-466f-a814-65ab32a48256,1.22E+39,Millet,1,2,46,0.023,KANEL,NDENDORY,H3 LEWONE (GOUREL GALLO),15.54936,-13.295435
uuid:1b3aa8a6-ee7e-47ea-898c-9ebef59e826c,1.23E+39,Millet,1,0.25,50,0.2,SEDHIOU,SANSAMBA,YACINE MANDINA(DIASSING MANDINA),,
uuid:ab3873db-d9a4-48b5-924a-c4038e1c719e,1.24E+39,Millet,1,2,2000,1,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83853667,-16.11763833
uuid:ab3873db-d9a4-48b5-924a-c4038e1c719e,1.24E+39,Millet,1,1,1000,1,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83853667,-16.11763833
uuid:ab3873db-d9a4-48b5-924a-c4038e1c719e,1.24E+39,Millet,1,2,800,0.4,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83853667,-16.11763833
uuid:ab39a0ff-73bb-49a3-b7af-f35722ac09e0,1.24E+39,Millet,1,1,100,0.1,GOUDOMP,SIMBADI BALANTE,MANDINA MANJACQUE,12.56867667,-15.76243333
uuid:a2425a35-8380-4c1f-a846-7e5f4705f649,1.24E+39,Millet,1,1,50,0.05,MATAM,NABADJI-CIVOL,SEDDO ABBAS,15.77250167,-13.46678667
uuid:a2ee382f-3f61-4a31-b261-5e45f5b7a785,1.26E+39,Millet,1,2,1000,0.5,NIORO,NDRAME ESCALE,KEUR MACIR� DIAWARA,13.77745667,-16.14511
uuid:abf2505a-bbb6-473c-97f2-016015e70ed4,1.26E+39,Millet,1,2.5,2000,0.8,MEDINA YORO FOULAH,FAFACOUROU,PADIALA SINTHIANG,13.13426667,-14.54865167
uuid:a263c8d4-a247-4279-ae6b-22771f5dc74c,1.26E+39,Millet,1,2.5,400,0.16,NIORO,PAOSKOTO,DINGUIRAYE,13.84347667,-15.85536667
uuid:a263c8d4-a247-4279-ae6b-22771f5dc74c,1.26E+39,Millet,1,0.5,100,0.2,NIORO,PAOSKOTO,DINGUIRAYE,13.84347667,-15.85536667
uuid:1b955a73-465f-4561-9768-90ed308f96c8,1.30E+39,Millet,1,2,200,0.1,MATAM,NABADJI-CIVOL,SEDDO ABBAS,15.775315,-13.46529333
uuid:a3c0a1f2-bccd-4dfd-a851-6e5c259588ee,1.33E+39,Millet,1,1,550,0.55,GOUDOMP,SIMBADI BALANTE,TERIMBASSE BALANTE,12.563045,-15.74904667
uuid:ac48a3f7-abb3-41a2-b673-2618e7ce79d4,1.35E+39,Millet,1,1.5,1200,0.8,KOLDA,THIETTY,THIEWOUNGAL,13.02343167,-15.10422667
uuid:13509202-f99a-4276-be3a-f92c685703a4,1.35E+39,Millet,1,2,900,0.45,NIORO,POROKHANE,POROKHANE WOLOF,13.699635,-15.81478167
uuid:136a3e7d-8da3-4fc7-ad51-2cd338b9e41d,1.36E+39,Millet,1,2,1000,0.5,NIORO,NDRAME ESCALE,NDIOFFORY,13.79433167,-16.148145
uuid:138a2f63-fe36-4836-b579-5bb93f480b4b,1.38E+39,Millet,1,0.5,350,0.7,NIORO,PAOSKOTO,DINGUIRAYE,13.847475,-15.859585
uuid:a4ae45a5-9e72-4676-841c-18424f8360d8,1.42E+39,Millet,1,0,500,,MALEM HODDAR,DIANKE SOUF,DIANKE SOUF,14.23006667,-15.33650333
uuid:1dd5374d-f1f6-4729-993e-be489484b27b,1.45E+39,Millet,1,2.5,1500,0.6,NIORO,POROKHANE,YOUNA,13.633225,-15.89339
uuid:14eac019-1107-4d11-b708-07943c4c01f1,1.45E+39,Millet,1,1,600,0.6,MEDINA YORO FOULAH,DINGUIRAYE,THIOUTY( SINTHIANG SADIO),13.20950333,-14.57341333
uuid:1464e001-0cef-40e0-95e4-a8be75d57615,1.46E+39,Millet,1,0.5,150,0.3,ZIGUINCHOR,NIAGUIS,DJIFANGHOR,12.57229167,-16.20859
uuid:1ea23ebe-b9d2-4beb-af26-1d6d3607a447,1.51E+39,Millet,1,0.25,200,0.8,SEDHIOU,DJIBABOUYA,DIAO SIMACOUNDA,,
uuid:0aeb5e4b-c43c-4771-a46c-9122729642f2,1.53E+38,Millet,3,0.8,250,0.3125,MATAM,AGNAM-CIVOL,AGNAM CIVOL,15.99085333,-13.65862833
uuid:1e727880-f082-4b4a-9171-bd39214c0023,1.57E+39,Millet,1,0.95,150,0.1578947368,MATAM,OGO,HOMBO,15.55552667,-13.34306667
uuid:1e913d22-284c-4c49-af84-28d80b6bb13a,1.59E+39,Millet,1,1,100,0.1,MATAM,OGO,HOMBO,15.55557333,-13.34305167
uuid:1f1157da-9425-4d18-9ce2-95b9eac9d56c,1.61E+39,Millet,1,4,3000,0.75,MEDINA YORO FOULAH,BOUROUCO,YEUME(SINTHIOU DEMBA SYLLA),,
uuid:af2292df-933e-47d1-b793-7f708314da1b,1.62E+39,Millet,1,1,400,0.4,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76034333,-15.96055667
uuid:a67e5214-bd65-4e8d-ba47-6436f57e3a9e,1.68E+39,Millet,1,0,1500,,MALEM HODDAR,DIANKE SOUF,DIANKE SOUF,14.2299,-15.334035
uuid:a7030777-23ad-4a54-ae0c-50a037d2ca49,1.70E+39,Millet,1,1,300,0.3,BOUNKILING,DIACOUNDA,DIACOUNDA,12.968515,-15.956335
uuid:a7ecc71a-57cc-4d20-8cdd-3c7036549c74,1.75E+39,Millet,1,0.5,200,0.4,BIGNONA,TENGHORY, Tenghou arrondissement,12.80792,-16.20924333
uuid:a7e8709e-4e4d-4b17-86a3-0f70e3a5956a,1.76E+39,Millet,1,2,1500,0.75,BIRKELANE,N�DIOGNICK,TOUBA PAKALA,14.00146833,-15.57081
uuid:a84a9502-b62a-44a9-a012-72e8a3c8cab0,1.84E+39,Millet,1,3,1000,0.3333333333,NIORO,KEUR MABA DIAKHOU,KEUR THIERNO DI�YE,13.681045,-15.984505
uuid:186b0bc9-d55b-460f-82f2-38666f4cdece,1.86E+39,Millet,1,0,500,,KOUNGHEUL,MISSIRAH WADENE,DIAM DIAM (SADE KODE DIALLO),14.14512333,-15.10382667
uuid:189728fa-9d5a-426d-a53c-379a7f6411f4,1.90E+39,Millet,1,0,50,,MALEM HODDAR,DIANKE SOUF,DIANKE SOUF,14.2273,-15.336575
uuid:b0b9072c-8c4e-47ba-9025-b0e18c52add1,2.03E+39,Millet,1,1,3000,3,SEDHIOU,SAKAR,DASSILANE PAKAO,12.89643333,-15.42883167
uuid:b04bc2bb-cf73-4bcf-b2e9-bcb33e642b60,2.04E+39,Millet,1,1.5,150,0.1,BOUNKILING,DIACOUNDA,DIACOUNDA,12.96787333,-15.95563
uuid:ba140225-a5d2-4a83-b499-e02bef418b74,2.11E+39,Millet,1,2,1500,0.75,MEDINA YORO FOULAH,NDORNA,MBAYENE,13.21403833,-15.06830167
uuid:21d71de3-bf81-460a-9e82-eb049822e17e,2.15E+39,Millet,1,2,1500,0.75,NIORO,WACK NGOUNA,MBADI�NE,13.71788667,-16.11559
uuid:bb272434-78b3-4f43-a9ab-771f995afc29,2.23E+39,Millet,1,0.5,120,0.24,BIGNONA,KATABA I,SELETY,13.1445997,-16.5814748
uuid:bb27f6bd-333f-4442-ae3c-6bb465d17c31,2.23E+39,Millet,1,1,400,0.4,MATAM,OREFONDE,H8 DENDOUDI,15.78582167,-13.90483833
uuid:00bb29a9-7f59-45c9-8f54-d7b577599d89,2.23E+37,Millet,1,1,1000,1,KOLDA,THIETTY,SARE KOUBE FATAWORO(SINTHIANG KOUBE),13.025065,-15.11171333
uuid:224826a8-8636-45f0-a8a6-3d63f75b0118,2.25E+39,Millet,1,1,500,0.5,SEDHIOU,SAKAR,DASSILANE PAKAO,12.89665667,-15.43066833
uuid:0bb5e2d4-46fa-4837-9fa4-92e382ac0ffa,2.26E+38,Millet,1,4,700,0.175,MATAM,BOKIDIAWE,DOUMGA RINDIAO,15.86771833,-13.46924667
uuid:b26fe83d-45f5-4335-a876-b1355971b76c,2.27E+39,Millet,1,1,1080,1.08,MEDINA YORO FOULAH,DINGUIRAYE,SINTHIANG BABOU DEME ( TAW KALTOU),13.19062333,-14.55647667
uuid:b34a1442-ad04-41e9-aef6-52f4ba9b7181,2.34E+39,Millet,1,3,550,0.1833333333,KANEL,ORKADIERE,POLELE AWLOUBE,15.278635,-13.02536667
uuid:2cd2366f-9187-4a16-a31a-a4432ae04582,2.34E+39,Millet,1,1.5,800,0.5333333333,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78739667,-16.01402333
uuid:bdb1e2b0-ee3d-4244-993d-fefbda225f7e,2.42E+39,Millet,1,1,1750,1.75,VELINGARA,OUASSADOU,BOYA,12.79542167,-14.19654833
uuid:2d313a4d-c87c-4037-b845-510c80c5e24e,2.43E+39,Millet,3,5,2500,0.5,MATAM,AGNAM-CIVOL,AGNAM GOLY,16.00707333,-13.69013667
uuid:2d313a4d-c87c-4037-b845-510c80c5e24e,2.43E+39,Millet,3,0.5,8000,16,MATAM,AGNAM-CIVOL,AGNAM GOLY,16.00707333,-13.69013667
uuid:243e1637-133d-4dc8-a05b-24cade025780,2.44E+39,Millet,1,3,420,0.14,BIGNONA,OULAMPANE,Oulampane,12.96023,-15.99284833
uuid:b4d0eeef-69bd-4490-ad24-a4feab723fce,2.44E+39,Millet,1,1,400,0.4,GOUDOMP,KOLIBANTANG,KERERE,12.71396333,-15.51839833
uuid:b469c51b-b2a0-407e-88ab-82b07ec24933,2.47E+39,Millet,1,2,150,0.075,MATAM,NABADJI-CIVOL,SEDDO ABBAS,15.77311667,-13.46671833
uuid:b4908394-9b95-4918-8e60-9c9a10392ef0,2.49E+39,Millet,1,2,700,0.35,BOUNKILING,NDIAMALATHIEL,DIOPCOUNDA(NDJIRMEW),,
uuid:249eee13-f8f4-4384-b249-23240092f0d6,2.50E+39,Millet,1,1.3,100,0.07692307692,KANEL,ORKADIERE,GASSAMBERY,15.24464,-12.93442333
uuid:bd9f1bb2-eec3-499a-a2dd-9f8095ec358a,2.50E+39,Millet,1,1,1000,1,NIORO,DAROU SALAM,YALLE KEUR EL HADJI MALICK,13.86791333,-15.82630667
uuid:bd9f1bb2-eec3-499a-a2dd-9f8095ec358a,2.50E+39,Millet,1,1,700,0.7,NIORO,DAROU SALAM,YALLE KEUR EL HADJI MALICK,13.86791333,-15.82630667
uuid:be2b59fc-0088-40b6-b469-2c3cdfe4d9b4,2.52E+39,Millet,1,2,1100,0.55,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.87053,-15.85019
uuid:be2b59fc-0088-40b6-b469-2c3cdfe4d9b4,2.52E+39,Millet,1,1,900,0.9,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.87053,-15.85019
uuid:b5eda9e1-a922-4406-bbc4-91198a60e4e5,2.55E+39,Millet,1,0.15,80,0.5333333333,BIGNONA,KARTHIACK,DIANKI,12.8565,-16.47595167
uuid:25f18c8b-c9b4-4190-a856-34ff5934bd88,2.56E+39,Millet,1,2,2000,1,NIORO,TA�BA NIASSENE,KEUR ALIOU PATHE,13.71878167,-15.87829
uuid:2e7aeb94-16c4-4928-8b43-34e1d96cd556,2.57E+39,Millet,1,2.5,60,0.024,KANEL,ORKADIERE,WALIDIALA,15.28390667,-13.01606833
uuid:b5836b9e-4601-4539-9a21-78eda794654b,2.58E+39,Millet,1,0,2000,,MALEM HODDAR,SAGNA,Darou Salam,13.97525667,-15.15510667
uuid:be93b972-2435-46fd-a20a-b14489720794,2.59E+39,Millet,1,0.9,150,0.1666666667,BIGNONA,KARTHIACK,DIANKI,12.85707833,-16.47548
uuid:b5994c77-e8aa-445d-8d07-5825d028d1a5,2.60E+39,Millet,1,1,600,0.6,KOLDA,SARE BIDJI,SARE MAOUDE DIAO,12.95404667,-14.97698333
uuid:be99eb9d-6eb5-41db-8ae4-c59693bed293,2.60E+39,Millet,1,3,350,0.1166666667,FOUNDIOUGNE,NIORO ALASSANE TALL,H1 DIEMOUL,13.87048,-16.30322167
uuid:260ca2d7-a6cb-4433-826d-e61af74e4f6a,2.60E+39,Millet,1,2,2200,1.1,KOUNGHEUL,SALY ESCALE,KOUCOTO (BOUSTANE),13.91840167,-14.98054833
uuid:b62fe5cc-76e6-42f1-b1c2-c0772819a135,2.63E+39,Millet,1,0.75,100,0.1333333333,MATAM,OGO,HOMBO,15.55578667,-13.34284833
uuid:26ca125d-2aec-47df-b418-a8ccb8a2f97b,2.63E+39,Millet,1,2,300,0.15,GOUDOMP,SIMBANDI BRASSOU,SAMBOUCOUNDA,12.64138333,-15.49921
uuid:bf540c35-38d4-41a8-a6cb-7b871cb64e57,2.65E+39,Millet,1,1.5,300,0.2,MATAM,NABADJI-CIVOL,SINTHIOU MBAL,15.705455,-13.38137667
uuid:b6f96ccf-a2bb-449c-ae0c-d19cb65e6415,2.67E+39,Millet,1,0.5,600,1.2,VELINGARA,PAKOUR,PAKOUR,12.76036,-13.96104333
uuid:270dc406-9a9b-48e0-8b61-56f476abb52f,2.70E+39,Millet,1,0,1000,,KOUNGHEUL,MISSIRAH WADENE,MEDINA NDAWENE ( NDIRANE ),14.11602833,-15.10598
uuid:b7c259a3-792b-4fc3-b7d8-677977e4f2b9,2.73E+39,Millet,1,0,1200,,BIRKELANE,MABO,MABO,13.91630167,-15.66714667
uuid:0b7c3ab3-17a4-400f-82ca-f0c553fdfad8,2.73E+38,Millet,1,1.5,900,0.6,NIORO,POROKHANE,POROKHANE WOLOF,13.68979833,-15.82360333
uuid:274d1ca2-7e6b-47b0-9af3-5df50130982a,2.74E+39,Millet,1,2,600,0.3,VELINGARA,KANDIA,TABADIANG SAMBA,13.11211167,-14.24189167
uuid:b80f7d91-a009-4564-9611-2f6551fa23bd,2.81E+39,Millet,1,1,30,0.03,KANEL,ORKADIERE,POLELE AWLOUBE,15.27745167,-13.02576333
uuid:b8bd13e1-3280-45cf-be2f-a2820eebf677,2.82E+39,Millet,1,1,900,0.9,NIORO,TA�BA NIASSENE,NDIOBENE KEUR OUSMANE,13.731745,-15.88412167
uuid:b9b25a6a-913a-462e-ae88-6aeb81264133,2.92E+39,Millet,3,1.5,1000,0.6666666667,MATAM,BOKIDIAWE,DOUMGA RINDIAO,15.867,-13.46842167
uuid:3aa030bf-7276-45ac-b6a6-9ae21567a46c,3.11E+39,Millet,1,0.5,100,0.2,GOUDOMP,SIMBADI BALANTE,TERIMBASSE MANCAGNE (BONDALI MANCAGNE),12.561555,-15.75646667
uuid:3151d9a7-972a-49cf-94fb-709689bfe582,3.15E+39,Millet,1,3,250,0.08333333333,PODOR,MBOLO BIRANE,THILOUKI (SARE MAWDE),,
uuid:c1ed6504-d402-4cd4-bb3e-2606a7defdc3,3.15E+39,Millet,3,0.5,250,0.5,MATAM,AGNAM-CIVOL,AGNAM CIVOL,15.99082167,-13.65977333
uuid:0cbbd6d3-f510-453f-9bc9-59b6bc90af8c,3.22E+38,Millet,1,1.5,900,0.6,NIORO,POROKHANE,POROKHANE WOLOF,13.68898667,-15.82629
uuid:cbbe415a-be2e-4e4b-a60c-a098fb967357,3.23E+39,Millet,1,2,1200,0.6,KAFFRINE,KATHIOTE,Ngettou Malick/WALALANE,14.01963,-15.48037167
uuid:cbbe415a-be2e-4e4b-a60c-a098fb967357,3.23E+39,Millet,1,1,600,0.6,KAFFRINE,KATHIOTE,Ngettou Malick/WALALANE,14.01963,-15.48037167
uuid:cbd43868-53fd-4d3c-9fbe-9589f190bef9,3.24E+39,Millet,1,3,1200,0.4,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78665667,-16.01335833
uuid:cb525dcd-f469-4224-a262-a94c79066a38,3.25E+39,Millet,1,1,250,0.25,SEDHIOU,KOUSSY,NIMZATT,12.88431167,-15.59995
uuid:cbfecda7-b365-4758-9e72-71fe9ec4adb9,3.27E+39,Millet,1,2,600,0.3,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.80125833,-15.06547167
uuid:3292a2d7-9cad-4d48-8fc0-5743cd9a39e4,3.29E+39,Millet,1,0.5,250,0.5,GOUDOMP,NIAGHA,SARE TENING,12.73097833,-15.19089833
uuid:cc01aba3-efee-43aa-9974-2a5f1dbfc029,3.30E+39,Millet,1,3,1500,0.5,GOUDOMP,KOLIBANTANG,KERERE,12.71327667,-15.51776333
uuid:c307353b-8573-4ece-80bb-41ee4343e592,3.31E+39,Millet,1,3,1800,0.6,KOUNGHEUL,MISSIRAH WADENE,MEDINA NDAWENE ( NDIRANE ),13.916855,-15.05501
uuid:cc1223ce-7c32-40f6-9969-0e6cd684e65b,3.31E+39,Millet,1,2,1000,0.5,KOLDA,THIETTY,SARE KOUBE FATAWORO(SINTHIANG KOUBE),13.02546,-15.11172
uuid:c3ade74b-031d-471c-a66b-e78698578136,3.31E+39,Millet,1,1,600,0.6,NIORO,POROKHANE,POROKHANE WOLOF,13.70214,-15.81306167
uuid:3cba6070-f586-42ef-b655-843b739b6da3,3.32E+39,Millet,1,1,80,0.08,PODOR,BOKE DIALLOUBE,YAWALDE IRLABE,15.76933833,-14.30795833
uuid:cccc7525-0dff-4e0d-9960-6fb6911a01cd,3.33E+39,Millet,1,1.5,700,0.4666666667,VELINGARA,PAROUMBA,BODORA,12.73914333,-13.78213833
uuid:34013a59-3f38-4403-93ca-454399c594a1,3.40E+39,Millet,1,1,300,0.3,KOUNGHEUL,GAINTHE PATHE,SABE SABRE,,
uuid:c437d660-c8aa-43ed-894e-3504b0dcddf7,3.44E+39,Millet,1,1,50,0.05,KANEL,NDENDORY,SOMONO NGANO,15.550185,-13.29821333
uuid:cd41540f-9eee-4187-84b2-a1cd0a15b79b,3.44E+39,Millet,1,2,1750,0.875,MEDINA YORO FOULAH,KEREWANE,A�NOUMANE,,
uuid:c4e22d40-8e62-473d-b092-015ea7fcf274,3.45E+39,Millet,1,5,1500,0.3,NIORO,KEUR MABA DIAKHOU,THIOY�NE,13.61034333,-15.96919333
uuid:34ec79ec-2a68-4003-b9da-162aece67e4c,3.45E+39,Millet,1,1.5,300,0.2,SEDHIOU,SAKAR,DASSILANE PAKAO,12.89508,-15.43088
uuid:3ded325d-a372-4fc9-9452-0c8a8fc2f064,3.45E+39,Millet,1,1,2500,2.5,SEDHIOU,OUDOUCAR,1. MARANDAN 2,,
uuid:cde75a45-3455-4173-8704-6540807ed7c6,3.46E+39,Millet,1,2,750,0.375,NIORO,DAROU SALAM,YALLE KEUR EL HADJI MALICK,13.86870667,-15.826655
uuid:cde75a45-3455-4173-8704-6540807ed7c6,3.46E+39,Millet,1,1,550,0.55,NIORO,DAROU SALAM,YALLE KEUR EL HADJI MALICK,13.86870667,-15.826655
uuid:3e098478-e324-49ef-9262-bd0224a8a58a,3.51E+39,Millet,1,0,2000,,KOUNGHEUL,MISSIRAH WADENE,VELINGARA DEMBA SOW,14.11733,-15.109695
uuid:ce13d561-ff45-4525-ac22-de6aa88d329c,3.51E+39,Millet,1,3,1150,0.3833333333,GOUDOMP,YARANG BALANTE,SINA,12.53956667,-15.60323833
uuid:3526c595-3233-4d8f-8aec-9da0157bef44,3.53E+39,Millet,1,3.5,350,0.1,MATAM,NABADJI-CIVOL,FETENIEBE,15.65901333,-13.39990333
uuid:35290644-0fae-4949-8239-67bb8c51e938,3.53E+39,Millet,3,1,100,0.1,KANEL,OURO SIDY,LEWE DAMGA,15.47715167,-13.21832833
uuid:35326ae7-f9e2-4358-9c87-b4690cafb475,3.53E+39,Millet,3,2,1000,0.5,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.99459,-13.664275
uuid:c5cc1904-dc89-4760-aa57-20bb5416313d,3.53E+39,Millet,1,1,500,0.5,KANEL,NDENDORY,H1 DAROU NEMA,15.54888667,-13.29568167
uuid:35e1f680-4b8b-4688-8701-84b281028724,3.55E+39,Millet,1,0,2000,,MALEM HODDAR,SAGNA,Darou Salam,13.97796,-15.20411833
uuid:c5ff57e7-db2b-44f8-ab8b-2b8562425d31,3.57E+39,Millet,1,2,750,0.375,MATAM,NABADJI-CIVOL,FETENIEBE,15.65885667,-13.39932833
uuid:3e74e395-2dcf-499b-8ec4-4c009d499b98,3.57E+39,Millet,1,0.4,150,0.375,ZIGUINCHOR,NIAGUIS,DJIFANGHOR,12.57246,-16.20849333
uuid:c575f157-969c-4924-a0a1-08f2fe963927,3.58E+39,Millet,1,0.5,250,0.5,VELINGARA,OUASSADOU,MEDINA POUSSANG,12.72008833,-14.194825
uuid:3579f9e1-53c3-4800-9663-fff03744d088,3.58E+39,Millet,1,2,1700,0.85,MEDINA YORO FOULAH,KEREWANE,A�NOUMANE,,
uuid:c58d500e-3ae2-47b4-a41f-ed995357e35e,3.58E+39,Millet,1,1,1000,1,KOUNGHEUL,MISSIRAH WADENE,NDAWENE (SALY DIAW),13.91743833,-15.05556
uuid:3e858436-6898-4ffa-8b50-847c7cba4cf9,3.59E+39,Millet,1,0.5,50,0.1,BIGNONA,OUONCK,GHAMOUNE BOULANDOR,12.747685,-16.04966167
uuid:3e908497-0e36-4b29-a560-eec8a837fea2,3.59E+39,Millet,1,1.5,100,0.06666666667,KANEL,NDENDORY,H2 POUDAL,15.55161833,-13.29914333
uuid:c6b6faa7-3f05-455d-be8c-dd7ea0929cfd,3.63E+39,Millet,1,1,1050,1.05,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.86833667,-15.85052
uuid:3fd67f75-e429-47a2-bd7f-67329fff8c1a,3.65E+39,Millet,1,2,1800,0.9,NIORO,WACK NGOUNA,MBADI�NE,13.71662,-16.11548
uuid:cfffae12-854a-4978-b2ea-77bcdf847c1d,3.67E+39,Millet,1,2,900,0.45,BIRKELANE,TOUBA M�BELLA,BOUSSOLEL,14.1342873,-15.7427135
uuid:c69be294-4f98-44a0-90cf-e6384f442957,3.69E+39,Millet,1,1,750,0.75,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.867985,-15.85050833
uuid:c76aeef6-9920-46a9-b457-8bc71bbf286f,3.76E+39,Millet,1,1,400,0.4,NIORO,WACK NGOUNA,THIAM�NE DIOGA,13.715955,-16.12589167
uuid:c7817f6e-fad0-481a-a328-b6b77eda6179,3.78E+39,Millet,1,3,1200,0.4,BIRKELANE,TOUBA M�BELLA,BOUSSOLEL,14.2150203,-15.7093487
uuid:38a9fe48-203e-4d0c-90fa-5a02c2ae5e12,3.82E+39,Millet,1,2,900,0.45,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.80387333,-15.06439333
uuid:38dcc540-9345-403e-b031-44383c0d914c,3.84E+39,Millet,1,1,500,0.5,MATAM,AGNAM-CIVOL,AGNAM CIVOL,15.99061667,-13.65923833
uuid:c87445a9-9650-4468-8b02-9a271741d931,3.87E+39,Millet,1,1.3,1200,0.9230769231,NIORO,WACK NGOUNA,MBADI�NE,13.71891667,-16.11612667
uuid:3878928c-697a-4d70-8a86-16cdc75eff22,3.88E+39,Millet,1,2,1000,0.5,VELINGARA,MEDINA GOUNASS,MEDINA TOUAT,13.25900833,-13.80443833
uuid:c9dfc6cd-4516-45ad-bd06-e6512d8f8bf7,3.95E+39,Millet,1,0,300,,MALEM HODDAR,DIANKE SOUF,DIANKE SOUF,14.230135,-15.33479
uuid:39fc4c5f-2d5b-4343-8a05-f7ab6d1d8c25,3.96E+39,Millet,1,1,450,0.45,NIORO,POROKHANE,POROKHANE WOLOF,13.69579667,-15.82804333
uuid:39fc4c5f-2d5b-4343-8a05-f7ab6d1d8c25,3.96E+39,Millet,1,0.8,300,0.375,NIORO,POROKHANE,POROKHANE WOLOF,13.69579667,-15.82804333
uuid:d0146f8d-d7f8-423c-915b-3001d34d1137,4.01E+39,Millet,1,0,3500,,MALEM HODDAR,SAGNA,Darou Salam,13.97228833,-15.15440667
uuid:d018344f-ef36-421c-b635-82cceb118876,4.02E+39,Millet,1,1,300,0.3,MATAM,NABADJI-CIVOL,SINTHIOU MBAL,15.70701333,-13.38154167
uuid:d0310f3a-c7ba-413f-8961-5cbde117beab,4.03E+39,Millet,1,2,1400,0.7,VELINGARA,PAROUMBA,DAHARATOU,12.789155,-13.878585
uuid:40c337b1-9ef1-4d42-b3fb-afea148e3420,4.03E+39,Millet,1,0.5,400,0.8,NIORO,WACK NGOUNA,WACK NGOUNA,13.75558833,-16.06253167
uuid:d05f250b-0d9e-4bbf-a4c0-cf4419cf1f1f,4.06E+39,Millet,1,2,600,0.3,KAOLACK,NDIEDIENG,KEUR NIENE SERERE,14.0258683,-16.0359609
uuid:d05911cf-bc29-460c-a639-55e42fa0a956,4.06E+39,Millet,3,1,500,0.5,MATAM,AGNAM-CIVOL,AGNAM CIVOL,15.99127,-13.659835
uuid:d05911cf-bc29-460c-a639-55e42fa0a956,4.06E+39,Millet,1,1,20,0.02,MATAM,AGNAM-CIVOL,AGNAM CIVOL,15.99127,-13.659835
uuid:4077b51f-98c7-4067-8354-83605e0f5a52,4.08E+39,Millet,1,3,650,0.2166666667,KOLDA,THIETTY,SARE KOUBE FATAWORO(SINTHIANG KOUBE),13.02501333,-15.11171167
uuid:d1063fcd-51cc-4388-bd7a-7e8138f8539d,4.11E+39,Millet,1,2.5,1250,0.5,PODOR,MBOLO BIRANE,THILOUKI (SARE MAWDE),15.98059,-13.91318
uuid:4af316b7-93e8-4eff-aac6-7937428aac68,4.16E+39,Millet,1,1,150,0.15,SEDHIOU,DJIREDJI,H1BONA TOUBA DE TOUBA MANDINGUE (BONA MANJAQUE),12.68414167,-15.806855
uuid:4a68e420-c65b-4a11-8511-df0ff9dd70a3,4.17E+39,Millet,1,2,900,0.45,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.80048667,-15.06611667
uuid:db0374b8-dc06-4c94-bce0-e928b816f0c2,4.20E+39,Millet,3,4,1500,0.375,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.99155667,-13.66775167
